2,FALSE,118,Java,Fill-in-the-Blank,"Fill in the blank to create a ""getter"" method for the `name` attribute. (OOP)
```java
public class Student {
    private String name;
    
    public String getName() {
        ____;
    }
}
```",`return name`,`return this.name`,`System.out.println(this.name)`,A and B are both correct.,D
2,FALSE,119,Java,Fill-in-the-Blank,"Fill in the blank to complete the `try-catch` block for exception handling.
```java
try {
    // Risky code
    int result = 100 / 0;
} ____ (Exception e) {
    System.out.println(""Error occurred"");
}
```",`except`,`when`,`catch`,`finally`,C
2,FALSE,120,Java,Fill-in-the-Blank,"Fill in the blank to import the `ArrayList` class.
```java
____;

public class Test {
    public static void main(String[] args) {
        ArrayList<String> list = new ArrayList<>();
    }
}
```",`import java.ArrayList`,`include java.util.ArrayList`,`import java.util.ArrayList`,`import java.util.*`,C
2,FALSE,121,Python,Output Prediction,"What is the output of the following Python code?
```python
my_list = [10, 20, 30, 40, 50]
print(my_list[1:3])
```","[10, 20, 30]","[20, 30]","[20, 30, 40]","[10, 20]",B
2,FALSE,122,Python,Output Prediction,"What is the output of the following Python code?
```python
my_dict = {
    ""name"": ""Alice"",
    ""age"": 25
}
print(my_dict[""age""])
```","""Alice""","""age""",25,(KeyError),C
2,FALSE,123,Python,Output Prediction,"What is the output of the following Python code?
```python
for i in range(1, 4):
    print(i, end="" "")
```",1 2 3 4 ,0 1 2 3 ,1 2 2003,1 4,C
2,FALSE,124,Python,Output Prediction,"What is the output of the following Python code? (Functional)
```python
def greet(name=""World""):
    return f""Hello, {name}""

print(greet())
```","Hello, name","Hello, World","Hello, ",(Error: missing argument),B
2,FALSE,125,Python,Output Prediction,"What is the output of the following Python code? (OOP)
```python
class Car:
    def __init__(self, color):
        self.color = color

my_car = Car(""Red"")
print(my_car.color)
```",color,self.color,Red,(Error),C
2,FALSE,126,Python,Code Snippet,"We want to create a new list containing the squares of the numbers in `nums = [1, 2, 3, 4]`.
**Expected Output:** `[1, 4, 9, 16]`",`squares = [n * 2 for n in nums]`,`squares = [n * n for n in nums]`,`squares = [n for n in nums if n*n]`,`squares = {n: n*n for n in nums}`,B
2,FALSE,127,Python,Code Snippet,"We want to define a function `greet` that takes one argument `name`.
**Expected Result:** A function definition.",`function greet(name):`,`def greet(name)`,`def greet(name):`,`def greet[name]:`,C
2,FALSE,128,Python,Code Snippet,"We want to print every character in the string ""Hi"" on a new line.
**Expected Output:**
H
i
","`print(""H\ni"")`","`for c in ""Hi"": print(c)`","`print(""H"", ""i"")`",A and B are both correct.,D
2,FALSE,129,Python,Code Snippet,"We want to use the `sqrt` (square root) function from the `math` module.
**Expected Result:** The `math` module is imported.",`include math`,`import math`,"`require ""math""`",`using math`,B
2,FALSE,130,Python,Code Snippet,"We want to create a dictionary (a declarative key-value map) where the key ""fruit"" maps to the value ""Apple"".
**Expected Result:** A dictionary `d`.","`d = [""fruit"", ""Apple""]`","`d = (""fruit"", ""Apple"")`","`d = {""fruit"": ""Apple""}`","`d = {""fruit"" = ""Apple""}`",C
2,FALSE,131,Python,Fill-in-the-Blank,"Fill in the blank to complete the `if` statement syntax.
```python
x = 10
if x > 5____
    print(""x is greater than 5"")
```",then,{,:,( ),C
2,FALSE,132,Python,Fill-in-the-Blank,"Fill in the blank to define the `__init__` constructor in a Python class. (OOP)
```python
class Dog:
    def ____(self, name):
        self.name = name
```",`__init__`,`__constructor__`,`Dog`,`__new__`,A
2,FALSE,133,Python,Fill-in-the-Blank,"Fill in the blank to correctly loop through the `my_list`.
```python
my_list = [1, 2, 3]
for item ____ my_list:
    print(item)
```",of,in,from,#ERROR!,B
2,FALSE,134,Python,Fill-in-the-Blank,"Fill in the blank to assign the `name` parameter to the object's `name` attribute. (OOP)
```python
class Person:
    def __init__(self, name):
        ____ = name
```",name,self.name,this.name,Person.name,B
2,FALSE,135,Python,Fill-in-the-Blank,"Fill in the blank to apply a `filter` (a functional concept) to keep only even numbers.
```python
nums = [1, 2, 3, 4]
evens = list(filter(lambda x: ____, nums))
# evens will be [2, 4]
```",`x % 2 == 0`,`x % 2 == 1`,`x`,`return x % 2 == 0`,A
2,FALSE,136,JavaScript,Output Prediction,"What is the output of the following JavaScript code?
```javascript
console.log('5' + 5);
```",10,55,55',(Error),C
2,FALSE,137,JavaScript,Output Prediction,"What is the output of the following JavaScript code?
```javascript
let x = 10;
if (true) {
    let x = 20;
    console.log(x);
}
console.log(x);
```",20 (new line) 10,20 (new line) 20,10 (new line) 10,10 (new line) 20,A
2,FALSE,138,JavaScript,Code Snippet,"We want to define a ""fat arrow"" function (a functional concept) that adds two numbers.
**Expected Result:** A function `add` that returns the sum of `a` and `b`.","`const add = (a, b) => { a + b };`","`const add = (a, b) => a + b;`","`const add = function(a, b) => a + b;`",`const add = (a + b);`,B
2,FALSE,139,JavaScript,Code Snippet,"We want to select an HTML element that has the ID `main-title`. (Event-Driven)
**Expected Result:** The variable `title` holds the element object.","`let title = document.querySelector(""#main-title"");`","`let title = document.getElementById(""main-title"");`","`let title = document.getElementsByClassName(""main-title"");`",A and B are both correct.,D
2,FALSE,140,JavaScript,Code Snippet,"We want to create a new array by doubling every number in `nums = [1, 2, 3]`. (Functional)
**Expected Output:** `[2, 4, 6]`",`let doubled = nums.map(n => n * 2);`,`let doubled = nums.filter(n => n * 2);`,`let doubled = nums.forEach(n => n * 2);`,`let doubled = nums.reduce(n => n * 2);`,A
2,FALSE,141,JavaScript,Code Snippet,"We want to define an object literal (declarative) representing a user.
**Expected Result:** An object `user`.","`const user = {""name"": ""Ben""};`","`const user = {name: ""Ben""};`","`const user = new Object(""name"", ""Ben"");`",A and B are both correct.,D
2,FALSE,142,JavaScript,Fill-in-the-Blank,"Fill in the blank to attach an *event listener* for a 'click' event. (Event-Driven)
```javascript
const myButton = document.getElementById(""btn"");
myButton.____(""click"", () => {
    console.log(""Button was clicked!"");
});
```",onClick,on,addEventListener,attachEvent,C
2,FALSE,143,JavaScript,Fill-in-the-Blank,"Fill in the blank to check for *strict* equality (value and type).
**Expected Result:** `true` if `x` is the number 5, `false` if it's the string '5'.
```javascript
let x = 5;
if (x ____ 5) {
    // ...
}
```",#ERROR!,#ERROR!,#ERROR!,is,B
2,FALSE,144,JavaScript,Fill-in-the-Blank,"Fill in the blank to define a named function `calculate`.
```javascript
____ calculate(a, b) {
    return a + b;
}
```",def,const,function,void,C
2,FALSE,145,JavaScript,Fill-in-the-Blank,"What is the output of the following Java code?
```java
class Animal {
    void speak() { System.out.print(""?""); }
}
class Dog extends Animal {
    @Override
    void speak() { System.out.print(""Woof""); }
}
public class Test {
    public static void main(String[] args) {
        Animal a = new Dog();
        a.speak();
    }
}
```",?,Woof,?Woof,(Compilation Error),B
2,FALSE,146,JavaScript,Fill-in-the-Blank,"Fill in the blank to find the *length* of the array `data`.
```javascript
const data = [10, 20, 30];
for (let i = 0; i < data.____; i++) {
    console.log(data[i]);
}
```",`length()`,`size()`,`size`,`length`,D
